"","AL0D_1_GLbulkRNAseq_sub","AL0D_2_GLbulkRNAseq_sub","AL0D_3_GLbulkRNAseq_sub","AL0D_4_GLbulkRNAseq_sub","AL0D_5_GLbulkRNAseq_sub","AL0R_1_GLbulkRNAseq_sub","AL0R_2_GLbulkRNAseq_sub","AL0R_3_GLbulkRNAseq_sub","AL0R_4_GLbulkRNAseq_sub","AL0R_5_GLbulkRNAseq_sub","AL40D_1_GLbulkRNAseq_sub","AL40D_2_GLbulkRNAseq_sub","AL40D_3_GLbulkRNAseq_sub","AL40D_4_GLbulkRNAseq_sub","AL40D_5_GLbulkRNAseq_sub","AL40R_1_GLbulkRNAseq_sub","AL40R_2_GLbulkRNAseq_sub","AL40R_3_GLbulkRNAseq_sub","AL40R_4_GLbulkRNAseq_sub","W0D_1_GLbulkRNAseq_sub","W0D_2_GLbulkRNAseq_sub","W0D_3_GLbulkRNAseq_sub","W0D_4_GLbulkRNAseq_sub","W0D_5_GLbulkRNAseq_sub","W0R_1_GLbulkRNAseq_sub","W0R_2_GLbulkRNAseq_sub","W0R_3_GLbulkRNAseq_sub","W0R_4_GLbulkRNAseq_sub","W0R_5_GLbulkRNAseq_sub","W40D_1_GLbulkRNAseq_sub","W40D_2_GLbulkRNAseq_sub","W40D_3_GLbulkRNAseq_sub","W40D_4_GLbulkRNAseq_sub","W40D_5_GLbulkRNAseq_sub","W40R_1_GLbulkRNAseq_sub","W40R_2_GLbulkRNAseq_sub","W40R_3_GLbulkRNAseq_sub","W40R_4_GLbulkRNAseq_sub","W40R_5_GLbulkRNAseq_sub"
"Bra021840",6.7,0,0,7.23,0,0,0,0,2.36,0,6.79,0,0,0,0,0,6.88,0,0,0,0,0,4.82,0,0,4.65,0,0,0,0,0,0,3.85,0,2.35,3.28,0,0,0
"Bra021841",5.49,0,0,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,0,0,2.68,0,0,0
"Bra021842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021843",42.07,96.1,108.83,98.6,147.02,99.8,69.81,85.22,51.94,84.85,42.71,107.2,168.72,189.22,124.71,25.08,86.56,62.2,82.93,39.01,48.98,98.54,101.02,224.52,42.72,102.4,127.49,38.58,86.3,221.19,42.21,0,44.4,55.28,27.09,65.24,26.2,49.21,30.69
"Bra021844",10.12,0,0,0,0,0,0,0,7.17,0,10.32,0,0,0,27.83,4.06,0,9.98,13.37,8.04,7.09,0,0,8.39,0,0,8.42,4.3,0,0,3.24,0,0,0,3.58,4.99,4.24,0,6.12
"Bra021845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.39,0,0,0,0,0,0,0,5.55,0,0,4.97,0,0,0,0,0,0,0,0,0,0,0
"Bra021847",0,20.59,11.34,0,0,0,13.7,0,0,22.88,0,15.67,0,42.44,0,0,0,0,0,8.57,0,40.69,0,0,42.86,0,18.44,9.38,24.74,0,28.67,0,38.86,0,7.88,21.96,0,45.75,0
"Bra021848",0,0,0,0,0,0,0,0,0,0,80.55,0,0,0,0,82.12,0,0,0,0,0,0,0,0,89.77,0,132.62,0,0,132.9,0,0,117.06,0,0,0,77.99,0,185.95
"Bra021849",0,0,0,0,0,0,13.1,32.79,22.34,0,10.71,14.96,15.33,0,0,8.61,0,10.25,13.95,8.21,44.11,25.92,0,0,40.88,0,0,17.93,11.79,14.09,20.52,0,6.18,18.85,7.52,41.94,0,43.64,4.36
"Bra021850",0,0,0,0,0,0,0,0,0,0,0,0,18.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,0,0,0,0,0,0,0,0
"Bra021851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021852",47.85,0,37.69,0,38.95,45.44,0,57.37,17.28,0,24.86,0,17.9,0,33.66,90.53,0,23.7,32.41,28.41,51.14,0,18.13,20.74,0,0,61.45,41.62,41.45,16.48,47.88,0,21.61,0,35.01,48.81,31.4,38.25,66.45
"Bra021853",283.57,483.55,75.95,0,163.65,245.48,123.2,363.62,334.47,128.12,583.3,368.46,383,203.77,345.09,107.77,170.57,282.87,232.87,522.31,276.94,247.87,422.97,265.46,360.64,295.86,423.01,170.29,181.92,393.22,526.96,95.78,456.8,185.77,273.68,177.97,333.15,245.58,78.23
"Bra021854",56.62,27.43,29.84,33.45,0,0,18.06,22.93,0,0,44.39,20.89,85.99,0,20.06,12.08,0,0,19.32,22.39,0,17.95,21.75,24.9,14.38,41.98,0,0,66.74,0,0,0,0,0,0,14.59,0,0,6.16
"Bra021855",21.65,0,45.37,0,0,0,0,0,15.58,0,0,0,0,0,0,27.09,0,0,0,0,0,0,0,0,0,0,18.44,9.38,37.11,14.77,35.84,0,19.43,19.75,7.88,10.98,37.61,0,36.63
"Bra021856",19.76,0,0,0,0,0,0,0,0,0,0,14.23,0,19.24,0,0,0,0,0,0,14.01,0,0,0,9.71,0,0,8.54,0,0,13.01,0,0,17.94,21.47,9.98,8.53,10.37,8.29
"Bra021857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021858",0,0,6.26,0,0,0,0,0,2.13,0,0,4.2,0,0,0,0,0,2.98,11.92,2.41,0,0,13.05,14.87,0,0,4.99,2.56,3.23,0,7.65,0,1.74,0,0,2.96,5.01,3.03,6
"Bra021859",0,0,15.62,0,0,0,0,0,0,0,0,21.93,0,0,0,0,0,0,0,11.71,0,0,22.84,0,15.11,0,0,0,0,0,40.21,0,27.17,27.64,0,15.31,0,0,6.48
"Bra021860",0,41.68,7.75,16.62,0,13.64,9.35,0,15.92,0,0,0,10.8,28.48,0,18.21,0,7.35,0,5.9,10.49,0,21.95,0,21.54,52.98,12.5,19.14,16.49,19.77,4.83,0,4.37,0,0,7.43,0,30.69,3.06
"Bra021861",0,0,5.28,0,7.97,9.16,0,0,3.6,38.88,0,7.13,0,9.57,0,4.08,0,0,13.45,0,0,6.25,0,8.44,4.82,0,8.46,4.33,0,0,0,0,0,0,0,0,0,0,0
"Bra021862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021863",0,13.84,0,0,23.53,0,0,23.05,0,0,0,0,0,14.18,0,0,0,0,9.88,0,0,0,0,37.43,0,10.55,12.45,0,0,9.84,4.81,56.98,17.42,0,5.31,0,18.91,7.64,45.7
"Bra021864",0,0,0,0,7.58,8.71,0,7.42,0,0,0,6.78,0,0,0,7.77,0,0,0,11.54,0,0,0,8.02,0,0,8.05,0,0,6.3,6.19,18.46,5.62,0,0,0,0,0,23.38
"Bra021865",0,12.4,6.94,0,21.08,0,0,10.32,4.75,13.09,0,18.87,0,0,27.66,5.41,14.06,6.59,8.86,5.29,18.77,0,0,22.35,0,9.45,0,17.11,0,0,12.92,0,3.9,0,0,6.63,0,6.84,0
"Bra021866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021870",11.34,0,5.89,0,0,0,0,8.72,0,0,17.37,7.97,0,10.71,7.81,4.57,11.86,0,0,9,0,6.98,8.27,9.44,10.8,0,0,9.67,6.18,0,3.64,0,0,0,0,0,0,11.55,4.59
"Bra021871",0,0,0,0,0,0,0,0,17.97,0,0,0,18.65,0,0,0,0,0,0,0,17.72,0,0,0,0,0,0,0,0,0,24.94,0,7.5,0,36.44,0,0,0,0
"Bra021872",6.45,17.65,16.67,6.96,10,28.63,12.03,14.67,11.37,0,19.63,17.9,13.67,5.99,26.45,0,13.24,19.07,25.4,12.82,9,7.87,0,26.43,27.15,31.34,10.65,13.64,10.33,12.43,30.6,0,22.24,22.56,9.05,12.62,8.02,19.36,7.68
"Bra021873",0,20.43,3.85,0,0,0,4.64,5.66,0,0,0,0,31.66,0,0,0,0,0,0,17.75,0,0,0,6.12,0,0,18.48,3.15,11.97,0,0,14.13,0,6.53,10.47,21.9,0,18.69,4.45
"Bra021874",0,4.36,14.86,0,3.7,0,5.96,0,6.75,0,9.71,13.26,16.86,4.43,9.81,1.89,0,7.09,6.28,5.72,10.03,5.84,13.73,0,6.69,3.31,11.84,10.12,5.09,0,12.08,0,15.1,4.18,1.68,7.01,7.91,4.77,11.35
"Bra021875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.15,0,0,0,0,0,0,0
"Bra021876",0,0,0,0,0,0,0,0,0,0,0,0,0,47.95,0,0,0,0,16.42,0,0,0,0,0,0,0,0,0,0,16.71,0,0,0,0,0,0,0,0,5.18
"Bra021877",127.55,9.03,10.18,107.32,15.36,35.28,18.38,90.18,6.95,0,15,13.74,154.14,129.07,26.97,7.87,71.41,29.04,6.48,3.9,55,6.02,0,16.25,0,0,8.16,0,0,12.77,0,74.8,2.84,43.3,6.94,0,0,0,1.97
"Bra021878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.05,0,0,0,0,0,0,0,10.09,0
"Bra021879",271.9,134.77,216.82,161.47,127.33,279.75,261.5,274.53,142.8,16.06,147.93,262.08,151.49,122.89,299.78,111.28,85.16,63.22,85.43,107.81,203.2,129.01,165.66,94.58,201.49,182.8,269.33,96.15,44.53,117.36,109.32,92.38,94.27,71.81,51.66,56.02,204.75,140.74,46.24
"Bra021880",0,0,0,0,0,49.8,0,0,0,0,0,37.36,38.84,0,0,0,0,0,0,0,0,0,0,0,26.13,0,0,0,0,0,34.48,0,0,0,0,25.77,0,0,0
"Bra021881",0,0,8.27,0,0,14.59,0,0,0,0,0,0,0,0,0,0,0,7.84,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,4.67,0,5.69,0,0,0,0
"Bra021882",0,0,0,0,0,0,0,0,11.41,0,0,46.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.21,0,0,9.61,0,23.3,0,28.01,0,0
"Bra021883",0,0,0,0,0,25.29,0,0,0,0,0,0,0,0,0,0,0,0,0,10.43,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,28.36,0
"Bra021884",44.57,226.26,95.28,56.42,613.32,229.21,28.96,264.77,33.09,294.22,23.83,172.38,357.9,142.7,0,100.67,159.27,44.42,62.49,105.55,227.81,348.98,179.86,124.08,48.12,103.88,119.12,140,141.34,33.36,174.75,0,185.14,86.91,136.84,166.87,83.11,178.59,20.83
"Bra021885",0,0,0,0,0,0,0,0,0,0,0,5.47,5.57,0,0,0,0,0,0,0,0,0,0,0,3.69,0,6.5,0,0,0,0,0,2.27,0,0,0,6.54,7.9,3.14
"Bra021886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021887",0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,6.41,0,0,0,0,0,0,0,0,0,0,12.64,0,18.51,0,0,3.43,4.79,12.2,4.92,0
"Bra021888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021889",0,42,0,0,35.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021891",0,0,0,0,0,0,0,0,0,0,0,0,0,20.47,0,0,0,0,0,0,14.87,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,11.04,0
"Bra021892",0,0,0,13.61,0,0,0,9.5,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,3.96,0,3.59,0,0,0,0,6.29,5.01
"Bra021893",0,0,0,0,0,0,0,0,0,0,0,0,0,14.35,0,0,0,7.41,0,0,0,0,0,0,0,0,0,6.43,0,0,0,0,0,0,0,0,0,0,0
"Bra021894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.67,0,0,0,0,0,0,0,0,34.99,0,0,0,0,0,0,0,0,0,25.27,0,0,0,37.61
"Bra021897",8.55,0,4.43,0,6.67,0,5.33,0,3.02,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7.26,4.61,0,2.72,0,2.47,7.52,3.01,4.2,0,12.93,0
"Bra021898",0,0,19.31,0,0,8.36,0,0,9.89,0,4.74,6.51,0,8.74,12.79,11.19,0,13.78,6.15,7.4,6.52,11.43,0,15.41,4.4,6.52,0,7.91,15.1,12.1,32.69,0,32.37,16.42,13.16,13.76,7.79,0,37.41
"Bra021899",6.43,0,3.32,0,0,0,11.99,4.87,11.33,29.77,6.52,0,4.54,0,0,0,0,0,4.22,5.11,0,11.77,0,0,18.04,8.92,10.61,19.03,37.74,0,0,0,1.85,0,36.07,12.57,0,57.88,7.65
"Bra021900",5.08,18.45,2.62,21.79,3.92,4.48,3.15,11.5,5.36,0,10.28,0,7.14,4.69,6.92,4.01,10.37,5,9.97,8.07,3.54,12.36,21.81,4.14,7.08,3.51,4.18,14.99,2.69,22.7,15.99,9.6,5.81,13.27,3.55,2.47,12.57,12.63,16.03
"Bra021901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021902",53.86,25.99,14.18,0,22.11,25.88,0,0,39.06,0,42.14,0,40.71,0,95.17,22.88,0,0,36.67,31.96,19.26,17.03,20.6,0,27.21,0,0,0,31.54,37.56,63.46,0,65.4,49.89,39.69,13.83,11.89,72.53,17.48
"Bra021903",74.08,0,0,57.46,161.14,23.52,0,0,8.93,0,0,0,0,24.48,0,0,0,12.23,0,39.09,17.61,77.77,0,0,0,18.11,0,43.01,14.31,17.06,0,48.23,7.45,0,36.2,25.23,0,65.96,10.58
"Bra021904",0,0,0,0,6.48,0,0,0,0,0,0,0,0,7.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38,5.29,0,0,7.31,0,4.08,0,0,0
"Bra021905",0,0,0,0,0,0,0,0,0,0,0,0,5.96,0,0,3.35,8.67,4.13,0,3.33,0,0,0,0,0,0,0,0,0,0,5.33,0,2.42,0,2.95,0,3.49,0,0
"Bra021906",0,10,5.62,23.79,0,0,20.31,24.96,0,0,0,7.61,23.28,0,7.46,47.94,0,0,0,0,0,0,31.56,27,0,38.09,9.02,13.84,17.68,7.08,17.35,0,0,0,23.03,53.52,27.29,33.02,13.13
"Bra021907",0,12.72,14.41,22.58,32.43,30.96,17.33,52.87,19.64,6.48,3.53,9.67,9.85,12.95,38.09,0,7.16,3.43,27.44,2.77,4.86,8.51,5.01,11.43,29.36,19.36,63.28,20.62,11.17,13.44,15.44,0,6.01,6.1,48.9,13.63,14.45,17.45,4.15
"Bra021908",0,0,8.32,0,0,0,0,6.12,2.84,0,0,0,5.7,7.5,0,12.81,8.3,7.92,5.29,6.38,11.24,9.83,5.8,6.62,3.78,0,0,10.22,4.32,5.19,7.66,0,6.96,7.06,5.66,3.94,6.69,12.13,12.84
"Bra021909",1673.54,1327.3,848.6,945.78,65.07,1360.86,1566.7,513.57,424.36,47.75,2131.1,2024.26,604.12,1798.91,1473.49,271.72,1103.51,2443.89,373.43,2775.35,2100.19,1675.89,1164.52,516.4,2143.9,960.08,1737.64,192.21,213.45,221.05,1548.13,1253.54,1830.38,2615.39,184.96,124.49,1016.74,348.77,26.22
"Bra021910",31.8,0,16.81,76.28,26.46,0,40.74,52.04,11.61,0,0,71.11,0,0,67.97,151.1,0,15.79,0,25.14,68.62,81.14,24.69,28.29,0,71.48,0,42.01,57.14,90.5,0,0,29.36,149.39,23.71,16.53,28.52,17.43,14.06
"Bra021911",42.62,0,0,0,0,43.52,0,0,0,0,0,0,0,45.16,0,0,50.4,21.23,0,16.82,0,0,0,0,0,32.94,0,19.07,0,31.67,30.19,0,27.08,0,16.29,22.7,19.76,0,19.75
"Bra021912",33.81,47.6,35.28,0,13.49,78.09,21.28,26.45,30.23,0,34.79,48.3,24.71,48.87,23.51,34.7,18.07,25.07,22.61,20.11,83.61,10.51,25.08,85.94,49.31,12.11,99.83,36.35,47.26,22.64,16.55,65.2,54.93,106.53,48.64,8.48,36.17,43.9,3.5
"Bra021913",0,4.55,0,0,0,0,6.21,7.56,1.76,4.58,2.53,3.46,7.04,4.62,0,3.95,5.11,0,6.55,5.97,3.49,24.37,0,0,18.62,3.46,12.35,4.22,13.27,0,4.73,66.22,4.3,4.36,7,31.7,6.19,24.9,0
"Bra021914",0,0,34.82,25.49,35.87,0,0,17.6,15.95,23.51,0,0,16.47,0,31.06,9.25,0,10.96,0,26.3,0,13.89,16.69,0,10.98,48.35,0,9.6,0,30.29,36.72,0,26.54,0,16.13,11.24,9.63,23.44,4.69
"Bra021915",263.06,516.51,469.74,79.23,932.94,258.73,147.61,458.87,1021.55,165.11,311.3,467.1,481.93,201.58,352.03,769.86,187.21,123.82,565.55,402.77,236.79,105.07,794.02,322.95,237.94,98.86,372.65,913.73,332.06,1480.23,507.64,455.78,517.65,154.95,835.51,805.15,532.57,506.6,832.51
"Bra021916",43.82,24.14,108.98,114.56,198.31,117.72,71.04,133.83,61.98,107.59,53.51,97.92,199.59,90.25,102.21,80.56,63.53,21.61,57.77,27.85,18.4,42.97,50.76,137.47,57.87,42.88,29.08,37.2,66.16,68.17,27.91,0,17.74,23.14,24.73,64.65,25.6,70.73,26.34
"Bra021917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021918",42.62,0,22.74,53.52,36.48,0,55.27,35.98,94.69,0,68.17,98.35,102,135.48,61.79,0,0,0,0,0,0,27.72,0,78.6,137.08,65.88,37.84,19.07,0,158.33,15.09,0,27.08,0,32.57,68.11,39.51,72.73,19.75
"Bra021919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021922",0,0,0,0,0,0,0,0,0,0,0,0,0,189.21,0,82.12,0,0,0,0,0,0,0,0,89.77,0,0,0,0,0,0,0,58.53,0,0,81.05,0,92.24,46.49
"Bra021923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021924",17.52,32.94,9.15,0,28.01,0,0,13.73,6.27,0,0,25.07,38.49,0,0,14.41,37.54,0,35.19,0,12.39,0,0,14.87,8.54,0,0,0,0,0,5.73,0,10.37,15.8,0,0,15.02,0,3.64
"Bra021925",0,0,5.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03,0,8.1,0,0,7.42,8.46,4.84,0,0,4.34,0,0,6.53,0,2.96,0,0,15.1,0,0,10.28
"Bra021926",0,4.48,5.09,0,0,4.35,0,0,3.47,0,7.49,6.82,6.94,0,6.73,5.84,0,4.86,3.23,9.8,3.44,12.01,7.06,0,2.29,6.82,4.06,6.24,0,6.3,7.77,9.33,8.47,0,8.62,2.4,2.03,12.27,0.97
"Bra021927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021928",0,0,0,0,0,6.39,0,0,0,0,0,0,10.17,0,0,0,7.39,3.54,0,0,0,0,0,0,3.37,9.99,0,0,0,4.63,4.55,0,4.14,6.29,0,7.04,0,0,8.58
"Bra021929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27,8.46,0,0,0,0,0,0,0,0,0,0,3.47,0,0,2.6,0,0,0,2.88,8.04,3.41,0,0
"Bra021930",0,8.03,0,0,0,0,0,13.35,0,0,4.45,0,6.22,0,0,3.49,0,0,0,3.47,0,16.07,6.33,0,0,0,0,7.42,4.71,11.33,0,0,5.06,0,6.17,0,0,4.41,3.5
"Bra021931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021932",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021934",0,0,0,0,0,0,0,8.86,4.08,0,0,8.1,0,10.88,0,0,12.04,0,0,0,8.08,7.09,8.4,0,0,0,19.2,0,12.56,0,0,0,0,0,0,0,0,11.72,2.33
"Bra021935",0,15.58,0,0,13.25,0,10.46,0,0,0,0,11.86,0,0,11.55,6.81,17.74,0,11.11,6.59,0,0,12.31,0,0,0,14.01,0,9.28,11.11,10.84,0,24.52,0,17.91,0,0,0,10.32
"Bra021936",30.31,29.54,80,0,25.11,0,38.76,49.38,143.5,34.78,47.65,22.49,46.35,0,172.33,39.07,68.32,30.08,83.04,143.76,43.52,19.28,46.85,26.83,15.51,113.03,105.14,53.26,0,42.86,103.13,0,65.01,0,101.31,94.17,81.16,33.05,33.28
"Bra021937",0,0,0,0,0,0,0,0,0,0,0,0,7.61,0,0,0,0,0,0,0,0,3.29,0,0,0,0,0,2.28,0,0,0,0,0,0,0,0,0,2.69,0
"Bra021938",0,16.39,18.21,0,13.94,0,0,41,18.72,0,26.94,24.95,0,16.84,12.14,7.17,0,0,35.02,0,24.66,0,25.92,14.8,0,62.56,29.46,0,9.78,0,0,0,0,31.45,0,17.51,7.48,45.37,7.25
"Bra021939",0,6.27,10.65,14.84,47.94,6.1,4.27,5.21,9.68,0,3.48,9.53,0,6.38,0,0,7.06,3.38,27.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41,3.36,5.69,3.44,0
"Bra021940",6.81,0,0,0,0,0,0,5.17,2.4,0,0,0,0,6.34,4.66,5.41,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,4.32,0,3.92,0,9.57,3.34,0,6.83,5.42
"Bra021941",0,0,3.92,0,0,0,0,5.76,0,0,0,0,0,0,0,0,0,0,4.98,3.01,0,4.63,0,0,3.56,5.28,0,0,0,0,0,0,0,0,0,0,0,3.81,3.02
"Bra021942",0,0,15.26,0,0,0,18.48,0,21.05,0,0,0,22.03,0,0,37.14,0,0,0,11.45,0,0,0,0,0,0,0,12.69,17.11,0,0,56.95,35.35,0,10.72,0,0,15.71,6.32
"Bra021943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021944",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021945",9.75,0,10.05,3.46,5,0,0,2.44,4.56,0,6.56,6.71,9.09,11.94,6.63,5.1,13.18,8,8.48,5.17,4.52,5.92,2.32,5.27,3,2.24,8,4.1,1.71,6.19,7.13,0,26.86,11.27,11.31,4.73,6.67,3.22,8.91
"Bra021946",0,296.94,74.68,95.21,61.98,229.44,91.25,246.34,130.93,0,151.39,226.76,415.97,79.69,0,67.28,0,103.19,148.7,108.43,205.35,186.18,296.08,205.46,199.89,112.65,63.27,221.53,190.64,0,79.52,286.23,23.63,214.38,82.87,153.35,34.16,293.94,17.76
"Bra021947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021949",23.09,7.05,7.97,41.74,35.93,20.6,9.59,46.87,2.72,28.82,7.82,0,0,14.36,10.54,3.07,23.82,18.97,5.06,6.12,21.52,61.21,16.67,31.67,18.08,32.18,25.48,3.26,61.97,14.91,4.89,58.48,4.44,60.8,13.54,11.33,9.61,46.42,26.1
"Bra021950",7.74,14.18,12.03,8.4,0,6.91,9.65,17.68,10.94,0,7.87,5.39,16.48,14.45,5.3,0,15.98,15.27,15.28,3.08,5.41,18.95,0,19.12,18.19,0,6.41,9.84,20.78,5,19.67,0,13.4,0,29.97,15.2,12.89,11.68,20.08
"Bra021951",0,0,9.68,42.01,0,0,0,14.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.49,0,0,0,16.76,0,9.33,0,0,0
"Bra021952",0,0,0,0,0,0,0,3.8,0,0,2.55,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,0,0,0,0,0,0,0,2.08,0,0.99
"Bra021953",0,8.36,0,3.28,0,0,0,0,0,0,0,2.12,2.15,2.83,2.09,0,0,0,0,2.45,0,0,0,0,4.27,2.12,0,0,0,1.95,0,5.81,0,0,0,7.47,2.53,0,0
"Bra021954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bra021956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0
"Bra021957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
