,AL0D_1_GLbulkRNAseq_sub,AL0D_2_GLbulkRNAseq_sub,AL0D_3_GLbulkRNAseq_sub,AL0D_5_GLbulkRNAseq_sub,AL0R_1_GLbulkRNAseq_sub,AL0R_2_GLbulkRNAseq_sub,AL0R_3_GLbulkRNAseq_sub,AL0R_4_GLbulkRNAseq_sub,AL40D_1_GLbulkRNAseq_sub,AL40D_2_GLbulkRNAseq_sub,AL40D_3_GLbulkRNAseq_sub,AL40D_5_GLbulkRNAseq_sub,AL40R_1_GLbulkRNAseq_sub,AL40R_2_GLbulkRNAseq_sub,AL40R_3_GLbulkRNAseq_sub,AL40R_4_GLbulkRNAseq_sub,W0D_1_GLbulkRNAseq_sub,W0D_2_GLbulkRNAseq_sub,W0D_3_GLbulkRNAseq_sub,W0D_4_GLbulkRNAseq_sub,W0R_1_GLbulkRNAseq_sub,W0R_2_GLbulkRNAseq_sub,W0R_3_GLbulkRNAseq_sub,W0R_5_GLbulkRNAseq_sub,W40D_1_GLbulkRNAseq_sub,W40D_2_GLbulkRNAseq_sub,W40D_4_GLbulkRNAseq_sub,W40D_5_GLbulkRNAseq_sub,W40R_2_GLbulkRNAseq_sub,W40R_4_GLbulkRNAseq_sub,W40R_5_GLbulkRNAseq_sub
Bra025857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025858,2,2,8,2,4,4,2,9,1,2,1,2,6,2,2,5,6,1,5,2,3,0,1,0,7,12,6,1,3,1,15
Bra025859,0,0,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bra025860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,4,0
Bra025861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025862,16,15,23,13,6,16,21,11,17,16,16,12,6,6,10,19,30,7,12,15,26,29,8,26,19,64,101,19,33,33,129
Bra025863,1,1,6,0,0,1,2,3,2,2,0,4,0,0,0,3,6,2,0,1,6,3,1,2,1,15,10,4,3,3,14
Bra025864,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,2
Bra025865,1,3,4,2,1,2,0,1,1,2,1,1,1,3,3,5,1,2,2,0,4,1,1,3,1,2,2,2,2,1,2
Bra025866,0,0,1,0,1,0,3,2,0,0,3,2,0,3,0,1,2,1,0,2,0,1,0,0,0,0,0,0,1,0,7
Bra025867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025868,0,0,0.5,2,0,1.5,1.5,0,0,2,1,2,0,1.5,0.5,1,1,5,0,0,0,2,1,0.5,0,0.5,0.5,0,2,0.5,0.5
Bra025869,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5,4,1,0,1,5
Bra025870,0,0,2,1,3,3,2,3,2,1,2,1,0,1,0,3,2,1,0,1,1,2,1,1,2,3,3,0,3,1,10
Bra025871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,1,0,0,1,2,0
Bra025872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Bra025873,0,0,1,0,0,3,2,1,0,0,0,1,1,0,1,0,1,3,1,1,1,2,0,1,0,0,0,1,4,0,3
Bra025874,0,1,2,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,2,1,0,0,0,2,0,10,2,0,0,3,3
Bra025875,0,1,0,0,0,2,0,0,2,1,0,0,1,2,1,1,0,0,0,1,0,1,0,1,2,13,0,0,0,1,11.82
Bra025876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
Bra025878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025879,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025880,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bra025881,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,5
Bra025882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
Bra025883,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1
Bra025884,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2
Bra025885,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bra025886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025887,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025889,1,0,0,0,0,2,1,3,0,0,0,1,0,2,1,3,1,0,0,0,1,2,0,1,1,0,0,0,2,0,7
Bra025890,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bra025891,0,0,0,0,0,2,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0
Bra025892,0,0,1,1,0,1,1,2,0,0,1,5,1,0,4,4,0,0,1,0,1,1,2,2,0,1,0,0,1,1,1
Bra025893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025894,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,2,2,3
Bra025895,3,7,9,12,1,4,6,46,3,15,9,8,13,0,2,12,28.78,10,6,13,2,7,5,9,20,48,21,3,25,15,91
Bra025896,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,1,3,0,0,0,0,0,5,1,1,0,0,3,2,5
Bra025897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025899,2,2,1,0,0,1,0,0,2,0,1,0,0,0,0,0,8,1,0,1,0,0,2,1,0,8,9,4,0,0,5
Bra025900,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,2,0,0,2,3
Bra025901,2,0,4,0,3,3,12,1,0,10,17,3,10,3,1,7,5,0,2,2,7,20,0,0,1,5,0,0,21,24,1
Bra025902,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,2,1,0,0,0
Bra025903,1,0,2,0,0,2,2,0,0,2,3,4,0,3,0,2,1,0,2,0,2,5,3,2,0,4,2,1,5,2,3
Bra025904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025905,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,2,0,0,1,0,0,0,1,0,1,1,0,2
Bra025906,7,35,43,31,15,17,19,29,28,26,36,24,10,18,15,24,15,15,31,29,17,26,32,42,29,19,25,12,20,25,40
Bra025907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,0,9,0,0,0,0,0,3,0,0
Bra025908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
Bra025909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025910,2,0,3,1,1,1,3,2,0,2,1,2,4,1,1,0,1,1,1,1,0,0,0,1,2,3,6,0,1,0,4
Bra025911,1,0,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
Bra025912,3,2,13,4,1,5,9,1,2,6,32,6,14,4,6,8,8,7,3,15,3,14,1,2,10,17,7,3,7,5,5
Bra025913,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025914,1,0,3,2,0,4.55,1,1,0,3,1,1,0,0,0,2,1,2,0,3,0,0,1,3,1,2,2,2,1,0,1
Bra025915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025916,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bra025917,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Bra025918,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4
Bra025919,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Bra025920,4,2,5,0,1,2,4,3,4,4,5,1,7,1,5,3,4,6,1,4,2,0,3,0,5,13,14,1,3,2,22
Bra025921,6,3,2,8,1,3,2,3,1,2,3,1,1,7,1,6,3,7,2,4,1,4,2,8,3,5,4,2,6,8,19
Bra025922,1,1,2,2,0,1,1,0,1,0,0,2,2,0,0,0,1,0,0,1,1,0,1,2,0,1,6,0,2,4,7
Bra025923,0,0,1,0,0,0,1,1,4,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,5,2,1,3,1,2,0
Bra025924,0,0,0,0,1,2,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
Bra025925,1,0,2,2,3,2,1,4,0,5,2,2,0,1,0,2,2,2,7,2,3,0,2,4,3,3,8,1,1,2,7
Bra025926,1,0,1,1,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,2
Bra025927,1,0,2,1,0,0,1,0,3,0,0,3,1,0,2,0,3,1,0,0,0,0,0,0,0,6,4,0,1,1,1
Bra025928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025929,0,0,1,1,1,0,1,2,0,1,2,1,0,1,3,0,1,0,2,1,0,0,5,2,3,5,5,1,2,1,8
Bra025930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025931,1,4,8,2,1,0,2,9,2,1,2,2,2,0,4,1,3.75,3,2,4,1,0,1,1,9,7,7,0,4,2.07,9.97
Bra025932,4,4,4,3,2,2,3,10,4,3,2,3,2,2,1,9,3,1,3,5,3,2,2,9,10,14,13,2,4,5,38
Bra025933,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1
Bra025934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
Bra025935,0,0,2,0,0,1,1,1,3,1,0,1,3,0,0,0,0,1,3,0,1,1,1,4,0,0,2,0,1,0,6
Bra025936,0,1,2,0,1,0,0,0,0,0,2,0,2,0,2,0,2,1,0,1,1,0,0,0,1,3,0,0,0,1,0
Bra025937,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,3,13,2,1,3,9
Bra025938,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025939,0,1,3,0,2,0,0,0,1,0,0,1,0,0,1,0,2,1,2,0,2,2,1,0,2,0,1,2,1,1,6
Bra025940,2,1,7,1,0,0,0,8,4,1,5,1,3,1,1,8,3,3,4,2,2,1,2,0,4,8,11,2,5,4,21
Bra025941,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,0,1,1,1,2,1
Bra025942,0,0,3,0,2,2,3,5,1,0,2,2,1,1,1,0,2,4,2,4,1,0,0,3,1,1,1,0,4,6,14
Bra025943,1,0,0,0,0,0,2,1,2,0,1,0,2,2,0,1,1,0,1,2,1,0,0,1,2,11,3,0,2,8,2
Bra025944,0,3,2,2,0,0,0,1,2,1,2,0,3,1,1,0,0,2,1,1,1,0,0,0,0,3,4,1,1,1,13
Bra025945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Bra025946,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,2,0,9,4,0,1,2,7
Bra025947,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
Bra025948,0,1,1,1,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,0,0,0,2
Bra025949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Bra025950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025951,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,1,1,3,0,0,0,0
Bra025952,1,0,0,0,0,1,0,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,1,1,5,3,3,1,7
Bra025953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Bra025954,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Bra025955,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,2,1,0,0,0,0,2,0,1,1,1,0,0,1,5
Bra025956,0,0,0.73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Bra025957,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1
Bra025958,3,5,11,2,4,4,5,14,5,8,4,8,12,2,4,6,16,4,6,9,6,10,1,5,8,34,23,3,7,8,6
Bra025959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0
Bra025961,0,0,2,0,0,1,1,3,1,1,1,2,0,0,1,0,0,1,1,0,1,1,3,4,0,2,1,0,0,1,4
Bra025962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025963,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,3,0,2,0,0,2,0,0,0,1,1,5,3
Bra025964,0,1,3,0,0,1,1,1,1,0,0,0,0,0,1,0,3,2,1,0,0,2,1,0,0,5,4,1,1,0,5
Bra025965,0,1,3,3,0,0,2,3,2,1,4,3,0,0,0,1,2,0,1,2,1,3,0,3,3,0,7,0,1,1,3
Bra025966,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025967,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Bra025968,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bra025969,0,1,1,0,1,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0
Bra025970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025971,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,1,0,1,0,0,4,0,0,2,2,1,2,0
Bra025972,3,1,3,0,0,0,0,3,1,0,0,2,0,1,0,2,0,0,0,1,2,0,0,1,0,7,9,0,1,0,3
Bra025973,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,5
Bra025974,0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,2,0,2,1,1,2,2,4
Bra025975,0,0,2,1,0,0,0,3,1,0,0,1,1,1,2,3,7,1,0,1,2,0,0,1,2,6,7,1,1,1,5
Bra025976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bra025977,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Bra025978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025979,2,5,8,0,2,6,1,4,5,10,3,4,3,1,8,2,10,5,6,8,4,3,7,6,3,18,25,4,8,3,36
Bra025980,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,1
Bra025981,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bra025982,2,1,5,0,0,2,1,2,2,1,2,0,0,0,1,2,1,1,1,2,1,0,1,0,5,6,0,1,1,1,7
Bra025983,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,3
Bra025984,3,6,4,1,0,0,3,8,5,8,5,3,4,0,0,2,12,2,4,4,2,4,3,13,5,25,50,3,14,9,20
Bra025985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025986,1,0,2,1,0,2,1,1,2,1,0,0,0,1,2,0,1,1,0,0,1,1,2,1,0,3,4,2,3,0,6
Bra025987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025988,1,0,0,2,0,0,0,1,0,0,2,2,1,0,1,0,0,0,2,1,2,2,3,2,0,4,1,0,0,1,6
Bra025989,15,15,15,4,10,17,5,12,31,10,11.01,24,2,10,19,6,23,15,11,13.01,8,12,13,2,10,63,63,13,4,10,6
Bra025990,2,2,4,1,0,3,6,1,6,2,4,1,3,3,1,5,5,2,6,2,6,1,6,2,2,6,21,1,4,7,10
Bra025991,0,0,0,1,0,1,1,1,0,1,0,0,3,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,4
Bra025992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra025993,0,0,0,2,0,0,0,1,1,1,0,0,1,0,2,0,3,1,1,1,0,2,0,3,0,3,8,0,3,1,2
Bra025994,0,0,0,1,0,0,2,1,0,2,0,0,1,0,1,0,1,2,0,0,1,3,1,0,2,3,1,0,1,5,11
Bra025995,1,0,1,3,1,1,2,2,1,1,2,1,3,1,2,1,2,1,10,0,2,4,1,0,1,16,8,1,4,5,6
Bra025996,0,1,2,0,1,0,2,1,0,0,2,1,3,1,0,1,0,0,1,1,2,0,1,1,0,1,0,1,2,1,4
Bra025997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Bra025998,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bra025999,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,1,0,0,2,0,2,1,0,0,0,0
Bra026000,1,1,5,3,2,2,1,6,1,1,2,0,1,2,2,2,2,1,3,3,4,0,5,7,3,1,4,1,5,4,11
Bra026001,6,0,0,2,1,0,2,1,3,1,2,1,0,0,1,4,3,0,0,1,1,3,3,4,4,10,10,1,3.75,2,22
Bra026002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra026003,1,0,3,1,0,2,1,2,0,1,1,0,0,0,1,2,1,1,1,2,0,1,1,0,0,2,4,1,1,0,5
Bra026004,2,4,5,1,1,2,3,5,1,1,2,1,7,0,0,5,10,3,3,1,2,2,2,3,2,6,11,2,6,8,7
Bra026005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2
Bra026006,4,3,0,0,2,1,0,2,2,1,0,0,2,0,2,1,2,0,0,0,2,0,1,0,0,5,5,2,0,2,2
Bra026007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0
Bra026008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bra026009,0,2,0,1,0,4,2,3,1,1,1,2,2,1,2,2,6,1,0,0,3,1,1,3,1,3,3,4,4,1,7
Bra026010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0
Bra026011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra026012,0,0,2,0,0,1,0,4,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,1,1,2,1,2,0,1,4
Bra026013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra026014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra026015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra026016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra026017,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,1,1,3
Bra026018,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Bra026019,3,3,1,0,3,3,2,2,5,9,1,4,2,2,1,2,9,2,3,1,3,2,0,1,0,17,15,1,2,4,5
Bra026020,0,1,1,0,0,0,1,2,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,2,4
Bra026021,2,0,1,1,0,0,0,2,1,2,0,0,1,2,0,0,2,1,1,0,2,1,0,1,1,3,8,3,1,3,4
Bra026022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
Bra026023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2
Bra026024,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,0
Bra026025,0,1,2,0,1,2,3,2,0,4,0,1,1,1,1,0,5,4,0,1,1,4,2,2,6,6,9,0,2,2,8
Bra026026,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1
Bra026027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra026028,0,0,2,0,0,0,1,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,1,2,0
Bra026029,4,1,7,2,0,1,1,1,3,2,1,1,3,1,2,3,4,3,3,4,0,1,2,4,8,9,6,2,1,1,3
Bra026030,0,0,1,2,0,1,0,0,1,3,0,1,0,0,0,1,2,1,1,0,1,0,2,0,3,2,4,0,0,0,2
Bra026031,4,0,1,0,0,0,1,1,2,0,2,1,1,0,0,3,1,0,1,1,0,0,1,1,0,5,2,0,0,2,12
Bra026032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,1,1,0,0,0,0,1
Bra026033,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra026034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra026035,0,1,1,3,0,1,3,3,2,2,0,2,3,0,0,0,2,1,4,4,1,3,1,1,0,6,0,1,9,1,2
Bra026036,0,0,3,0,0,1,4,2,2,2,0,0,0,0,1,1,4,0,1,1,1,2,0,3,0,2,4,2,3,0,7
Bra026037,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,0
Bra026038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bra026039,0,0,0,0,1,1,2,0,0,1,1,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0
Bra026040,0,0,1,0,0,0,1,0,3,0,0,1,1,0,0,0,2,0,0,0,0,1,0,2,0,0,2,0,1,1,1
Bra026041,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,0,1,3
Bra026042,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,1,1,0,2,2,2,0,0,8,1,1
Bra026043,0,0,1,0,2,0,3,6,0,0,5,1,2,2,0,1,4,0,0,6,2,2,2,1,3,11,5,1,3,5,12
Bra026044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra026045,0,0,1,0,0,0,1,1,2,0,0,1,1,1,1,2,4,0,0,1,1,1,1,0,0,9,4,1,0,2,6
Bra026046,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,2,0,1,2,0,2,0,0,0,0,2,0,0
Bra026047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra026048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bra026049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra026050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bra026051,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
