"","SRR4417242","SRR4417238","SRR4417240","SRR4417241","SRR4417237","SRR4417239","SRR4417243","SRR4417244"
"Bra018189",56.3,46.97,49.54,33.49,73.74,46.32,104.74,50.66
"Bra018190",315,422,554,271,530,416,913,534
"Bra018191",429.55,456,468,366,503,573,1063,541
"Bra018192",23,10,7,6,15,22,7,5
"Bra018193",0,0,0,0,0,0,0,0
"Bra018194",96,108,122,64,123,133,238,102
"Bra018195",1476,330,294,212,352,556,382,538
"Bra018196",189.38,300.65,280.65,177.64,291.02,261.81,649.21,251.33
"Bra018197",929.7,1207.62,1184.97,852.13,1669.04,1416.85,2713.81,1442.64
"Bra018198",0,0,0,0,0,0,0,0
"Bra018199",19.65,24.48,20.89,12.5,45.59,21.39,38.03,34.71
"Bra018200",0,0,0,0,0,0,0,0
"Bra018201",5,0,6,2,1,0,1,2
"Bra018202",21,2,7,4,15,3,20,11
"Bra018203",362,232,299,149,341,372,675,289
"Bra018204",182,203,215,139,176,231,335,226
"Bra018205",1,0,0,0,1,0,1,1
"Bra018206",4,0,0,0,8,0,0,0
"Bra018207",184,139,196,141,223,145,357,202
"Bra018208",2,47,3,26,67,47,110,0
"Bra018209",136,173,273,160,209,161,324,231
"Bra018210",840.26,150.88,139.53,189.87,331.78,310.64,272.22,381.7
"Bra018211",0,0,0,0,0,6,0,0
"Bra018212",519,435,620,467,552,452,1231.29,755
"Bra018213",2,0,1,2,2,7,2,0
"Bra018214",494,582,682,464,793,651,1472,821
"Bra018215",0,0,0,1,0,0,0,0
"Bra018216",170,116,232,342,306,119,622,552
"Bra018217",610,764,841,493,1008,783,1451,839
"Bra018218",75,91,161,52,178,91,190,101
"Bra018219",231,191,388,223,425,298,595,447
"Bra018220",0,0,0,0,0,0,0,0
"Bra018221",2.68,0.34,7.75,1.92,3.88,4,8.44,1
"Bra018222",0,0,0,0,0,0,0,0
"Bra018223",60,33,49,41,71,38,95,62
"Bra018224",22,15,20,29,13,17.01,54.13,27
"Bra018225",0,0,0,1,3,1,1,2
"Bra018226",841.11,1095.91,1706.03,1085.02,2012.89,1184.21,2041.89,2182.11
"Bra018227",3,2,6,1,0,2,12,6
"Bra018228",0,0,0,0,0,0,0,0
"Bra018231",1,1,1,3,0,2,2,1
"Bra018232",895,625,1180,726,1160,1132,2429,1347
"Bra018233",314.03,405.15,222.88,8.08,307.13,449.5,697.29,59.61
"Bra018234",1,1,0,2,0,2,10,1
"Bra018235",0,0,0,0,0,0,0,0
"Bra018236",5364.97,1877.37,1840,1578.65,2268.4,4209.02,3714.19,3144.88
"Bra018237",21.25,49.61,51.99,32,35.86,52.32,86.27,71.58
"Bra018238",0,0,0,0,0,0,0,0
"Bra018239",0,0,0,0,0,0,0,0
"Bra018240",0,1,0,0,0,0,0,0
"Bra018241",0,0,0,0,0,0,0,0
"Bra018242",2131.85,2983.83,3056.21,1729,3912.35,2956.19,5792.03,3393.93
"Bra018243",0,0,0,2,0,0,0,0
"Bra018244",0,0,8,0,0,0,0,0
"Bra018245",18,4,38,13,6,7,47,2
"Bra018246",157,275,103,118,354,215,429,193
"Bra018247",84,124,59,30,153,146,177,83
"Bra018248",583.42,617.79,913.29,429.27,549,595.33,1585.26,977.4
"Bra018249",184.38,86,161,60,149.36,93.14,184,151
"Bra018250",285,261,356,206,435,349,610,409
"Bra018251",74,28,65,39,66,64,154,115
"Bra018252",137,165,184,93,189,191,307,239
"Bra018253",0,1,0,0,1,0,0,0
"Bra018254",0,1,0,0,0,0,1,0
"Bra018255",1,3,10,4,10,6,6,4
"Bra018256",3,0,1,0,0,0,0,0
"Bra018257",69,103,119,52,135,96,210,113
"Bra018258",0,0,0,0,0,0,0,0
"Bra018259",153,122,249,168,191,147,357,305
"Bra018260",2,0,1,0,0,0,5,2
"Bra018261",47,28,53,32,66,32,94,52
"Bra018262",0,0,1,0,8,1.34,1,3
"Bra018263",1,5,3,0,6,8,0,10
"Bra018264",240,219,221,127,296,264,653,277
"Bra018265",109,68,91,64,112,83,255,80
"Bra018266",0,0,0,0,0,0,0,0
"Bra018267",0,0,0,0,0,0,0,0
"Bra018268",957,741,1015,785,833,678,2342,1357
"Bra018269",0,0,0,0,0,1,0,0
"Bra018270",9,14,10,10,27,13,45,35
"Bra018271",21,5,21,6,9,13,21,27
"Bra018272",269,316,229,171,560,316,504,443
"Bra018273",559,461.71,641.77,302,854,552.45,924,569
"Bra018274",11,1,2,1,1,2,4,7
"Bra018275",0,5,0,0,6,6,0,6
"Bra018276",0,0,0,0,3,2.66,1,0
"Bra018277",331,237,387,203,297,244,691,457
"Bra018278",0,10,11,0,6,5,1,4
"Bra018279",0,0,0,0,0,0,0,0
"Bra018280",165,272,356,251,360,311,520,344
"Bra018281",0,1,3,0,3,1,0,5
"Bra018282",0,0,0,0,0,0,0,0
"Bra018283",0,2,0,1,1,1,0,2
"Bra018284",48,72,86,65,111,83,152,193
"Bra018285",192,0,0,53,2,0,370,2.01
"Bra018286",476,449.14,520,520,457,532,1456,1056
"Bra018287",29,2,9,32,2,8,73,12
"Bra018288",2683.39,3300,3227.86,2953,3887,4047,7365.67,4355.86
"Bra018289",0,1,0,0,1,0,0,0
"Bra018290",3,8,9,8,14,15,23,14
"Bra018291",0,0,0,0,0,0,1,0
"Bra018292",168,50.09,67.66,30,62,68,420.1,61.91
"Bra018293",431,387,392,346.99,688.98,500,1018,580
"Bra018294",279,126,183,141,188,133,470,147
"Bra018295",380.37,438.43,570.07,310.42,490.1,457.32,1006.69,596.46
"Bra018296",20.25,0.68,51.34,26.02,14.48,2.45,6.23,25.33
"Bra018297",344,95,29,78,171,210,202,210
"Bra018298",0,0,0,0,0,0,0,0
"Bra018299",111,52,77,60,91,93,164,72
"Bra018300",6,1,1,2,1,1,2,4
"Bra018301",3331.79,2876.88,3513,2179.09,3386.7,2836.19,9167.76,4603.5
"Bra018302",2,0,9,1,4,0,2,1
"Bra018303",306.51,336.41,515.49,181.34,351.99,277.05,605.09,539.66
"Bra018304",199,159,318,147,251,218,464,280
"Bra018305",3339,2962,3623,3185,3656,3670,8082,4108
"Bra018306",0,0,1,0,0,0,1,0
"Bra018307",13,13,28,18,16,18,65,25
"Bra018308",2,1,2,2,5,1,6,3
"Bra018309",3850.48,3202.97,3420.85,3863.78,5057.29,4601.43,7623.26,4928.74
"Bra018310",224,85,82,47,129,159,183,90
"Bra018311",324.27,337.79,446,233.11,458.48,386,668.6,461.25
"Bra018312",35,46,30,47,99,58,65,72
"Bra018313",194,143,204,115,230,165,331,242
"Bra018314",0,0,0,0,0,0,0,0
"Bra018315",399,376,475,322,595,412,934,619
"Bra018316",3,15,10,5,21,7,16.51,4
"Bra018317",9,16,9,5,6,9,20,13
"Bra018318",1,1,2,1,0,1,0,0
"Bra018319",1429.64,2037.13,2138.87,1054.53,2087.13,2437.3,3467.66,2753.02
"Bra018320",164,350,300,108,311,291,358,168
"Bra018321",2,1,1,3,2,0,4,3
"Bra018322",0,0,0,0,0,0,0,0
"Bra018323",108,74,123,81,109,66,238,87
"Bra018324",258,329,419,173,453,344,535,371
"Bra018325",124.46,142,189,128.84,143,120,289.58,263
"Bra018326",3,12,8,4,16,7,5,10
"Bra018327",0,0,0,0,0,0,0,0
"Bra018328",0,0,0,0,0,0,0,0
"Bra018329",361.6,523,413.6,379,630,531,1115.9,556.64
"Bra018330",1.67,2,0,2,2,2,2,2
"Bra018331",299,216,314,229,299,270,666,301
"Bra018332",84,84,68,64,123,67,186,94
"Bra018333",6,91,162,53,137,98,16,199
"Bra018334",235,93,1,173,65,65,819,202
"Bra018335",4,35,80.04,14,6,28,10,90
"Bra018336",99,95,139,93,103,131,207,148
"Bra018337",3,5,17,4,7,3,3,12
"Bra018338",1774.79,2343.41,2421.61,1824.6,3013.85,2728.45,5821.53,3121.78
"Bra018339",0,0,0,0,0,0,0,0
"Bra018340",532,682,744,253,702,1232,1109,663
"Bra018341",559,638,664,380,590,820,1225,896
"Bra018342",142,112,215,166,176,171,378,276
"Bra018343",170,200,269,121,172,185,392,259
"Bra018344",247,202,204,115,190.86,238,497,290
"Bra018345",0,0,0,0,0,0,0,0
"Bra018346",40,75,76,77,135,74,135,121
"Bra018347",175,204,298,220,346,312,438,394
"Bra018348",1189.15,1692.82,1817.12,1269.89,1924.46,1807.04,3312.39,2678.95
"Bra018349",0,8,13.5,6,6,2,0,5
"Bra018350",15.65,12.22,29.98,17.21,11.73,17.62,26.18,31.17
"Bra018351",45,58,76,34,64,64,124,88
"Bra018352",0,0,0,0,0,0,0,0
"Bra018353",721,829,1070,727,1428,877,1850,1351
"Bra018354",142,148,195,150,221,187,416,226
"Bra018355",1,1,1,2,2,5,1,6
"Bra018356",1074,1394,1582,799,1888,1929,2907,1928
"Bra018357",55,95,216,75,225,119,200,268
"Bra018358",0,0,0,0,0,0,0,0
"Bra018359",11.94,120.56,178.22,45.66,178.12,147.93,12,232.1
"Bra018360",0,0,0,0,0,0,0,0
"Bra018361",11,11,19,6,7.5,8,8.5,0
"Bra018362",52,38,54,35,68,44,127,64
"Bra018363",237,723,1009,211,510,739,1190,1029
"Bra018364",106,146,163,123,115,119,485,234
"Bra018365",211,150,184,171,200,145,698,305
"Bra018366",0,0,0,0,0,0,0,0
"Bra018367",1,0,0,0,0,3,1,1
"Bra018368",102,109,241,51,94,123,403,115
"Bra018369",299.67,346.63,407.44,337.35,368,303.53,946.17,453.63
"Bra018370",729,856,677,385,794,763,1648,752
"Bra018371",38,21,46,42,44,36,104,65
"Bra018372",3011,4742,4854,3512,4188,4805,10563,5650
"Bra018373",77,26,51,52,57,47,221,38
"Bra018374",0,1,3,0,4,1,4,0
"Bra018375",107,96,144,114,130,91,246,159
"Bra018376",0,0,1,0,0,0,0,0
"Bra018377",72.37,101.19,90,71.21,167.79,96,182.42,162
"Bra018378",322,357,417,292,414,337,820,512
"Bra018379",1149.55,1357,1145,1163,2650.34,1648,2653.23,1964
"Bra018380",49,56,86,38,82,67,139,58
"Bra018381",87,92,117,45,140,123,208,97
"Bra018382",127,85,118,83,147,87,268,153
"Bra018383",77,140,169,139,123,93,225,82.99
"Bra018384",2,3.5,2,22.5,0.5,4.5,20.5,0.5
"Bra018385",1,16,11,1,12,6,1,0
"Bra018386",274,2192,1994,341,3547,1558,677,1292
"Bra018387",0,0,0,0,0,0,0,0
"Bra018388",0,0,0,0,0,0,0,0
"Bra018389",0,0,0,0,0,0,0,0
"Bra018390",0,0,0,0,0,0,0,0
"Bra018391",0,0,10,0,2,0,0,3
"Bra018392",0,0,2,0,0,1,0,0
"Bra018393",0,17.35,43.95,0,34.44,12.32,1.04,26.16
"Bra018394",0,1,0,0,1,1,0,1
"Bra018395",0,1,2,0,3,2,0,0
"Bra018396",43,200.65,249.24,40,403.56,490.68,203.96,82.99
"Bra018397",194.99,156,246.99,137,204,187,522,234
"Bra018398",4,4,11,3,7,1,0,4
"Bra018399",199,145,226,83,144,197,378,252
"Bra018400",115,67,123,81,59,80,167,147
"Bra018401",0,1,2,0,2.04,1,1,1.01
"Bra018402",64.17,61.27,76.48,44.65,77.69,69.36,130.92,111.15
"Bra018403",0,0,0,0,0,0,0,0
"Bra018404",0,13.74,17.02,31.01,27.13,17.8,60.86,18.69
"Bra018405",822.83,877.99,1160.49,796.34,1081.14,834.83,1901.22,1294.15
"Bra018406",0,0,0,0,1,0,0,0
"Bra018407",1037,1075,1320,816,1467,1190,2418,1632
"Bra018408",21,24,0,0,9,15,68,9
"Bra018409",37,31,68,42,30,29,85,53
"Bra018410",34,38,44,24,20,28,44,23
"Bra018411",137,188,250,143,290,242,414,329
"Bra018412",1324,1169,1397,818,1276,897,2619,1477
"Bra018413",81,16,15,38,35,55,54,65
"Bra018414",211,164,156,134,211,299,344,232
"Bra018415",386,262,340,334,574,412,663,593
"Bra018416",229.9,221.72,257.92,151.51,362.37,291.8,582.16,351.57
"Bra018417",707.52,812.62,1160.6,531.47,1019.39,1001.64,1597.32,1162.16
"Bra018418",286,220,241.6,142,411.35,294.77,485.82,365.59
"Bra018419",0,0,0,1,0,0,0,1
"Bra018420",190.76,163.43,199.45,138.26,229.89,168.26,428.64,311.01
"Bra018421",21,19,22,14,32,22,64,25
"Bra018422",2,0,0,0,0,0,0,0
"Bra018423",1304.23,1731.31,1752.28,1356.26,1628.77,1794.39,5555.94,2752.03
"Bra018424",145,119,216,175,240.16,289.11,397.11,235.08
"Bra018425",78,148,221,67,166,148.06,297,133
"Bra018426",61,97,200.04,50,97,103,236.02,135
"Bra018427",0,0,0,0,0,0,0,0
"Bra018428",663,370,449,199,388,466,650,444
"Bra018429",36.03,69.19,71.4,23.47,123.86,103.15,72.67,101.06
"Bra018430",30,52,32,40,67,48,92,87
"Bra018431",695,230.3,166.55,175.71,328.11,451.24,456.58,375.2
"Bra018432",291.79,291.42,373.09,226.97,464.16,394.42,683.81,516.14
"Bra018433",72,100,144,80,227,133,164,166
"Bra018434",33,28,62,21,51,31,70,58
"Bra018435",245.33,238.2,285.67,198.65,311.24,291.3,670.4,350.3
"Bra018436",547,646,782,470,724,728,1448,892
"Bra018437",106,151,178,78,214,151,280,165
"Bra018438",1,1,0,0,0,0,1,0
"Bra018439",35,41,140,52,51,91,106,95
"Bra018440",0,0,0,0,0,0,0,0
"Bra018441",932,869,783,911,1324,1147,2105,1621
"Bra018442",21,6,15,9,9,12,13,18
"Bra018443",117,107,200,108,144,134,295,193
"Bra018444",0,0,57,0,1,0,0,1
"Bra018445",0,0,0,0,0,0,0,0
"Bra018446",414,398,580,351,703,535,960,668
"Bra018447",84,127,124,83,137,108,272,191
"Bra018448",147,60,194,40,193,134,325,67
"Bra018449",505.48,580,625.5,540,736.77,522.09,1240.5,939
"Bra018450",138,158,215,134,210,184,312,272
"Bra018451",11,22,11,14,31,18,28,22
"Bra018452",0,0,0,0,0,0,0,0
"Bra018453",0,1,1,1,2,0,2,1
"Bra018454",354,480,506,326,461,500,1383,598
"Bra018455",1,1,1,0,3,0,1,3
"Bra018456",759,1027,1281,662,1243,1130,2032,1469
"Bra018457",830,860,951,694,1358,945,1897,1297
"Bra018458",480,524.09,575.5,449.9,779.86,526.95,1023.24,685.21
"Bra018459",363,259,312,274,347,354,632,409
"Bra018460",0,2,0,0,0,0,1,0
"Bra018461",18,34,38,18,59,54,43,52
"Bra018462",497,433,582,339,325,409,1114,634
"Bra018463",352.88,98,251.62,228,126.53,233.95,1091.53,601.86
"Bra018464",35,22,52,23,52,26,106,64
"Bra018465",48,79,128,38,73,53,135,70
"Bra018466",23,20,41,19,40,28,53,42
"Bra018467",80,75,101,89,100,109,206,99
"Bra018468",46.75,124.1,326.5,92.29,65.13,34.23,179.36,101.98
"Bra018469",4055,6268,8330,6259,5608,6819,16817,8860
"Bra018470",0,0,0,0,0,0,0,0
"Bra018471",123,296,231,168,224,235,933,346
"Bra018472",196,209,257,170,261,254,490,244
"Bra018473",0,0,0,1,2,0,1,2
"Bra018474",22,9,17,13,35,13,28,37
"Bra018475",31,30,51,60,47,36,80,55
"Bra018476",0,0,0,0,0,0,1,0
"Bra018477",328,508,428,445,515,575,808,443
"Bra018478",0,0,0,0,0,0,0,0
"Bra018479",968,1099.49,1088.8,1219.85,2384.49,1368.42,2721.68,2887.88
"Bra018480",13,16,13,6,21,22,43,0
"Bra018481",0,0,0,0,0,0,0,0
"Bra018482",0,0,0,0,0,0,0,0
"Bra018483",0,0,0,0,0,0,0,0
"Bra018484",0,0,0,0,0,0,0,0
"Bra018485",504,509,803,527,898,577,1357,1105
"Bra018486",368,431,699,187,209,355,1285,263
"Bra018487",191,277,305,143,347,257,485,290
"Bra018488",22,18,34,2,14,12,57,3
"Bra018489",1,1,0,0,1,0,0,0
"Bra018490",73,104,133,35,59,174,304,2
"Bra018491",0,0,0,0,0,0,1,4
"Bra018492",0,0,0,30,38,0,1,41
"Bra018493",0,0,0,0,0,0,0,1
"Bra018494",0,0,0,0,0,0,0,0
"Bra018495",0.25,0,0.5,0,0.75,1,0.91,1.25
"Bra018496",27,9,31,6,3,12,59,2
"Bra018497",0,0,0,0,0,0,0,0
"Bra018498",0,0,0,0,0,0,0,0
"Bra018499",0,0,0,0,0,0,0,0
"Bra018500",0,0,0,0,0,0,0,0
"Bra018501",0,0,0,1,0,1,0,5
"Bra018502",1,0,0,1,6,0,1,12
"Bra018503",1345,1114.23,1631.29,1282.54,1590.26,1177.93,2870.08,2151
"Bra018504",415,460,629,435,662,505,1338,815
"Bra018505",2,1,9,1,8,0,2,2
"Bra018506",0,0,0,1,38,0,0,0
"Bra018507",3,0,6,2,123,0,4,3
"Bra018508",0,0,0,0,0,0,0,0
"Bra018509",0,0,0,0,0,0,0,0
"Bra018510",0,0,0,0,1,0,0,0
"Bra018511",0,0,0,0,0,0,0,0
"Bra018512",0,0,0,0,0,0,0,0
"Bra018513",1132,1037,1671,1004,1593,1366,3050,1823
"Bra018514",1,0,0,0,0,1,0,0
"Bra018515",0,0,0,0,0,0,0,0
"Bra018516",129,149,196,109,223,167,309,186
"Bra018517",0,0,0,0,0,0,0,0
"Bra018518",366,134.2,153,228.66,167,252.58,442.41,317.66
"Bra018519",0,0,0,0,0,0,0,0
"Bra018520",631,554,685.34,524,912,767.68,1516.01,934.27
"Bra018521",11,48,40,51,80,28,27,29
"Bra018522",0,0,0,0,0,0,0,0
"Bra018523",870,875,851,846,1017,1578,1759,814
"Bra018524",0,0,3,0,1,0,3,1
"Bra018525",204,203,284,134,312,192,432,282
"Bra018526",557,871,971,603,940,853,1683,905
"Bra018527",0,0,0,0,0,0,0,0
"Bra018528",131,149,178,93,220,161,316,180
"Bra018529",521,564,579,526,729,717,970,631
"Bra018530",17,24,28,19,22,40,90,28
"Bra018531",40,55,45,56,38,65,102,47
"Bra018532",506,922,673,592,1099,1145,1686,743
"Bra018533",55,55,64,44,81,49,130,82
"Bra018534",2,5,1,2,2,2,5,3
"Bra018535",53,54,36,25,44,49,93,77
"Bra018536",3,9,1,15,20,12,2,27
"Bra018537",20.55,17.17,53.81,32.77,47.93,37.68,26.84,91.71
"Bra018538",50.28,119.64,199.44,58,61.3,101.26,174.68,132
"Bra018539",0,2.01,1.01,0,3.02,1.01,0,0
"Bra018540",590,416,431,334,646,667,919,588
"Bra018541",0,0,0,0,0,0,0,0
"Bra018542",57,65,92,58,111,74,186,112
"Bra018543",293,277,851,218,173,139,545,945
"Bra018544",1,23,2,90,14,29,8,83
"Bra018545",256.24,404.15,500.64,260.57,537.94,424.66,813.3,369.82
"Bra018546",0,1,2,1,7,2,0,2
"Bra018547",3,21,9,14,15,8,24,5
"Bra018548",38.11,122,31,428.22,131.05,186,81,1274
"Bra018549",762,1200,991,652,1623,1296,1809,1724
"Bra018550",23,71,100,61.17,100,94,104.11,159.46
"Bra018551",11,15,19,11,31,22,48,29
"Bra018552",6.84,3.58,0,1.66,0,47.65,3.73,26.22
"Bra018553",0,0,2,2,0,0,2,5
"Bra018554",388,512,544,350,739,470,926,704
"Bra018555",3,3,8,4,1,6,4,30
"Bra018556",8967,3241,3079,2075,3858,6844,7580,2559
"Bra018557",143,196,222,135,262,232,500,215
"Bra018558",759,691,885,662,887,788,2270,1220
"Bra018559",197,350,305,209,575,354,486,335
"Bra018560",0,1,0,0,2,0,0,0
"Bra018561",445.32,451.03,532.18,404.23,612.27,579.95,1124.97,643.2
"Bra018562",3993,905.39,1271,638,1364,2032,2913,1590
"Bra018563",276,314,308,401,363,366,636,794
"Bra018564",7,8,0,3,2,2,7,11
"Bra018565",2997.7,2518.12,2706.67,3657.76,3514.92,2756.58,5490.91,3511
"Bra018566",151.89,169,210.43,167.47,210.46,195.77,399.47,249.09
"Bra018567",31,20,36,17,38,12,79,59
"Bra018568",751,158,203,405,95,138,1238,795
"Bra018569",177,201,242,176,332,191,402,246
"Bra018570",333.97,449.23,510.73,279.5,550.97,485.62,1005.05,514.8
"Bra018571",0,0,0,0,0,0,0,0
"Bra018572",169,162,347,178,209,199,382,248
"Bra018573",645,488,258,310,160,475,1746,777
"Bra018574",62,36,55,25,85,45,89,56
"Bra018575",1032.66,1115.8,1215.67,1182.52,1757.83,1217.07,1971.24,1927.98
"Bra018576",440,657,888,490,710,488,1083,916
"Bra018577",24,27,32,18,52,16,57,49
"Bra018578",0,0,2.01,0,5.04,0,1.01,0
"Bra018579",5,17,17,10,33,25,29,26
"Bra018580",147.32,215,197.71,136.34,239,248.94,382.67,296
"Bra018581",203,210,272,200,339,260,410,307
"Bra018582",187,81,117,87,127,140,321,198
"Bra018583",127,133,143,75,213,131,330,206
"Bra018584",5.42,6.38,15.19,5.56,24.25,0,7.14,12.86
"Bra018585",0,0,0,0,0,0,1,0
"Bra018586",261.47,274.02,348.46,251.24,419.93,326.45,658.64,413.99
"Bra018587",542,624,737,453.27,841,595.49,1003,819
"Bra018588",122,77,107,63,199,140,415,236
"Bra018589",138.26,48.33,164.22,17,32,32.33,322.61,151.61
"Bra018590",100,96,123,73,72,65,309,169
"Bra018591",80,41,47,59,43,22,404,270
"Bra018592",56,45,34.21,16,30.22,39,172,111
"Bra018593",32,35,53,26,45,30,165,71
"Bra018594",71,84,131,87,106,68,207,121
"Bra018595",427.85,364.19,506.49,246.1,610.51,321.56,999.92,546.84
"Bra018596",319,545,785,645,830.03,412.02,826.05,1074
"Bra018597",296,384,582,283,534,359,774,618
"Bra018598",1,10,11,5,7,9,7.01,10
"Bra018599",184,277,302,153,241,403,541,143
"Bra018600",0,0,0,0,0,0,0,0
"Bra018601",64,90,110,74,120,102,212,121
"Bra018602",199,101,121,87,133,155,339,158
"Bra018603",268,224,356,234,374,233,681,411
"Bra018604",281,243,346,215,389,258,759,459
"Bra018605",164.72,88.36,169.21,100.29,166.8,165.31,314.87,216.81
"Bra018606",200,239,291,212,328,283,559,325
"Bra018607",379,376,439,337,505,470,1003,617
"Bra018608",0,0,0,0,0,0,1,0
"Bra018609",200,209,223,82,222,154,350,238
"Bra018610",250,228,252,180,329,271,634,338
"Bra018611",401,80,145,168,135,53,817,664
"Bra018612",1191,786.81,1065.17,618,1118.16,1121.05,2785.31,1747
"Bra018613",38,32,40,18,52,48,77,48
"Bra018614",790,217,363,302,232,383,1717,1076
"Bra018615",263,341,264,216,636,391,724,643
"Bra018616",266,404,566,437,404,492,1387,558
"Bra018617",390,483.32,676.4,557,641,611.02,1132,624.24
"Bra018618",165,119,157,96,136,172,406,221
"Bra018619",1790,1445,1596,1527,1660,1870,4499,2320
"Bra018620",2240.7,1603,1594,1307,1943,2933,2504,1909
"Bra018621",373,444,482,376,582,509,947,542
"Bra018622",683.76,1006.09,1085.04,619.21,1175.67,1211.97,1685.87,1208.37
"Bra018623",355,334,489,303,404,362,885,522
"Bra018624",58,72,98,58,68,67,170,74
"Bra018625",1,16,12,3,11,8,5,4
"Bra018626",0,1,0,0,0,1,0,0
"Bra018627",74,74,101,42,98,104,220,131
"Bra018628",47,45,65,35,68,33,121,76
"Bra018629",1734.13,1660.64,1997.69,1242.91,1638.97,1646.59,4502.3,1973.2
"Bra018630",584,552,694,451,788,612,1494,852
"Bra018631",4,6,5,3,11,1,14,8
"Bra018632",181,293,382,159,395,226,447,231
"Bra018633",19,20,30,7,19,36,51,35
"Bra018634",4,8,17,4,11,16,27,13
"Bra018635",133,135,177,115,105,119,292,162
"Bra018636",253,227,351,163,92,124,299,276
"Bra018637",44,52,69,22,77,55,113,75
"Bra018638",32.18,30,23.31,19,23.25,27,52.33,47.37
"Bra018639",42,40,59,30,47,62,154,68
"Bra018640",791,940,1084,768,1128,1053,2035,1278
"Bra018641",768,619,709,436,1171,875,1809,1149
"Bra018642",208,167,266,186,275,239,558,255
"Bra018643",878.04,1199.92,1437.32,904.6,1686.86,1556.92,2533.16,1518.35
"Bra018644",1229,1202,1435,903,1731,1343,2943,1779
"Bra018645",98,61,125,112,69,94,310,183
"Bra018647",1,3,3,2,2,3,5,3
"Bra018649",39,54,50,46,86,47,112,66
"Bra018650",0,0,0,0,0,0,2,0
"Bra018651",426,104,99,109,179,236,289,209
"Bra018652",281.9,339.51,350,206,601.26,344.48,820.08,492.51
"Bra018653",120,151,178,76,183,117,266,141
"Bra018654",643,1161,1345,653,1412,1125,2054,1379
"Bra018655",0,0,1,0,0,0,0,0
"Bra018656",0,0,0,0,0,0,0,0
"Bra018657",0,1,1,2,3,0,2,1
"Bra018658",13,27,40,18,36,29,51,25
"Bra018659",2,50,0,0,13,316,0,0
"Bra018660",0,0,0,0,0,1,0,0
"Bra018661",5,2,2,3,5,3,6,2
"Bra018662",1007,962,1065,736,1372,1011,2408,1681
"Bra018663",268,226,338,151,358,257,680,369
"Bra018664",278,195,295,161,318,273,493,279
"Bra018665",47,84,94,81,55,110,200,103
"Bra018666",442.96,489.76,681.6,315.11,740.04,469.62,1149.25,657.2
"Bra018667",2,0,2,4,0,2,3,4
"Bra018668",65,72,100,84,126,89,174,138
"Bra018669",4831.32,7068.61,7988.31,5301.61,10970.92,7913.78,14302.52,10603.3
"Bra018670",0,0,0,0,0,0,0,0
"Bra018671",20,36,56,14,56,37,90,50
"Bra018672",197,247,328,195,314,263,552,370
"Bra018673",228,226,243,146,363,243,518,302
"Bra018674",319,203.46,259.47,189.25,339,285.41,451.93,376.18
"Bra018675",1,3,17,1,0,3,6,2
"Bra018676",0,16.34,10.23,62.49,0,45.58,0.24,56.81
"Bra018677",1950,3181,2893,2087,3948,2992,4602,3245
"Bra018678",253,276,358,193,307,274,647,455
"Bra018679",4,0,3,1,3,2,2,3
"Bra018680",102,156,193,69,212,139,281,183
"Bra018681",16.25,45.65,52.36,29.43,49.71,34.82,77.15,43.25
"Bra018682",0.52,1.15,0,0,2.25,0.44,0.4,0.31
"Bra018683",92,123,139,49,209,132,251,194
"Bra018684",31,39,73,28,69,78,70,39
"Bra018685",5,2,3,0,3,4,3,0
"Bra018686",0,0,0,0,1,0,0,0
"Bra018687",0,0,0,0,0,0,0,0
"Bra018688",330,538,592,397,738,392,825,623
"Bra018689",281,324,420,187.16,553.49,394,673,541
"Bra018690",0,0,1,0,0,1,2,2
"Bra018691",92.48,89.85,64,57,199.75,107.56,115.75,136.69
"Bra018692",18,8,11,4,11,10,16,17
"Bra018693",1287,803,1387,698,1054,955,2255,1212
"Bra018694",649,472,673,556,681,731,1392,854
"Bra018695",964,445,908,597,348,319,1693,1149
"Bra018696",588,803,1152,773,1414,686,2632,1867
"Bra018697",36,1,1,4,3,0,201,39
"Bra018698",109,23,62,14,77,57,351,34
"Bra018699",90,61,58,36,59,98,161,84
"Bra018700",1649,2665,2722,2306,3194,2945,5180,3398
"Bra018701",89,115,110,73,135,133,211,127
"Bra018702",189,26,398,156,273.05,35,526.97,426
"Bra018703",280.06,226.25,270.74,171.78,397.63,317.09,581.15,344.55
"Bra018704",0,63,81,2,110,61,60,3
"Bra018705",2777.66,2579.13,2704.58,2055.5,3453.18,3322.62,6840.72,4346.21
"Bra018706",0,0,0,0,0,0,0,0
"Bra018707",241,229,254,116,421,237,333,262
"Bra018708",642,584,674,417,942,898,1551,849
"Bra018709",324,288,400,226,461,284,945,453
"Bra018710",7,8,14,6,2,3,20,7
"Bra018711",0,0,0,0,0,0,1,0
"Bra018712",35,35,36,36,67,60,63,52
"Bra018713",6,7,4,1,6,2,12,12
"Bra018714",221,201,297,170,292,242,465,303
"Bra018715",1535.85,1433.21,2288.65,1379.7,2492.04,1530.13,4263.43,3058.36
"Bra018716",38,329,70,215,508,324,84,53
"Bra018717",4,7,3,3,3,0,6,9
"Bra018718",3,1,4,2,1,11,20,5
"Bra018719",155,172,234,158,192,187,416,160
"Bra018720",63,36,97,29,105,47,175,112
"Bra018721",4,0,1,2,1,2,8,1
"Bra018722",849.13,1709.87,1265.91,1087.51,1498,1799,2401.34,1611
